G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
1,1,1,1,-195.6607860,843.6931020,-648.0341320,0.032215000,0.007717000,-0.039932000
1,1,1,1,-209.1725570,847.6958270,-638.525096,0.031779000,0.008371000,-0.040149000
1,1,1,1,-222.6326230,851.4892160,-628.8584290,0.031335000,0.009022000,-0.040357000
1,1,1,1,-236.0376810,855.0723490,-619.0365140,0.030884000,0.009671000,-0.040555000
1,1,1,1,-249.3844330,858.4443490,-609.061771,0.030425000,0.010318000,-0.040743000
1,1,1,1,-262.6695920,861.6043900,-598.9366620,0.029958000,0.010962000,-0.040921000
1,1,1,1,-275.8898740,864.5516880,-588.6636870,0.029484000,0.011604000,-0.041088000
1,1,1,1,-289.0420090,867.285512,-578.2453840,0.029003000,0.012243000,-0.04124600
1,1,1,1,-302.1227410,869.8051800,-567.684329,0.028515000,0.012878000,-0.041393000
1,1,1,1,-315.1288410,872.110072,-556.983129,0.028019000,0.013511000,-0.041530000
1,1,1,1,-328.0571030,874.1996220,-546.1444250,0.027517000,0.014140000,-0.041657000
1,1,1,1,-340.9043490,876.0733240,-535.1708890,0.027008000,0.014766000,-0.041774000
1,1,1,1,-353.667419,877.7307230,-524.0652260,0.026492000,0.015388000,-0.04188000
1,1,1,1,-366.3431710,879.1714190,-512.8301770,0.025970000,0.016006000,-0.041976000
1,1,1,1,-378.928479,880.3950550,-501.4685130,0.025441000,0.016620000,-0.042062000
1,1,1,1,-391.4202330,881.4013290,-489.9830410,0.024907000,0.017231000,-0.042137000
1,1,1,1,-403.8153430,882.1899880,-478.3765970,0.024365000,0.017837000,-0.042202000
1,1,1,1,-416.1107480,882.7608350,-466.6520460,0.023818000,0.018438000,-0.042257000
1,1,1,1,-428.3034110,883.1137300,-454.8122840,0.02326500,0.019035000,-0.042301000
1,1,1,1,-440.3903320,883.2485900,-442.8602300,0.022707000,0.019628000,-0.042334000
1,1,1,1,-452.3685340,883.1653890,-430.7988340,0.022142000,0.020215000,-0.042358000
1,1,1,1,-464.2350690,882.8641540,-418.6310690,0.021572000,0.020798000,-0.042370000
1,1,1,1,-475.9870130,882.3449600,-406.3599380,0.020997000,0.02137500,-0.042373000
1,1,1,1,-487.6214670,881.6079390,-393.9884690,0.020417000,0.021948000,-0.042365000
1,1,1,1,-499.1355550,880.653269,-381.5197170,0.019832000,0.022514000,-0.042346000
1,1,1,1,-510.5264330,879.4811840,-368.9567590,0.019241000,0.023076000,-0.042317
1,1,1,1,-521.7912870,878.0919710,-356.3026980,0.018646000,0.023631000,-0.042278000
1,1,1,1,-532.9273410,876.4859770,-343.560656,0.018047000,0.024181000,-0.042228000
1,1,1,1,-543.9318480,874.6636000,-330.7337760,0.017443000,0.024725000,-0.042167000
1,1,1,1,-554.8021020,872.6252950,-317.8252230,0.016834000,0.025262000,-0.042097000
1,1,1,1,-565.5354230,870.3715680,-304.8381810,0.016222000,0.025794000,-0.042016000
1,1,1,1,-576.1291650,867.9029790,-291.7758550,0.015605000,0.026319000,-0.041924000
1,1,1,1,-586.5807140,865.2201360,-278.6414680,0.014985000,0.026837000,-0.041822000
1,1,1,1,-596.8874870,862.3236990,-265.438262,0.014361000,0.027349000,-0.041710000
1,1,1,1,-607.0469400,859.2143820,-252.1694970,0.013733000,0.027855000,-0.041588000
1,1,1,1,-617.0565650,855.8929520,-238.838447,0.013102000,0.028353000,-0.041455000
1,1,1,1,-626.9138940,852.3602310,-225.448402,0.012468000,0.028844000,-0.041312000
1,1,1,1,-636.6164980,848.6170940,-212.0026650,0.011831000,0.029329000,-0.041159000
1,1,1,1,-646.1619870,844.6644670,-198.5045540,0.011190000,0.029806000,-0.040996000
1,1,1,1,-655.5480080,840.5033280,-184.9573980,0.010547000,0.03027500,-0.040823000
1,1,1,1,-664.7722470,836.1347050,-171.3645400,0.009902000,0.030738000,-0.040639000
1,1,1,1,-673.8324260,831.5596760,-157.7293360,0.009254000,0.031192000,-0.040446000
1,1,1,1,-682.7263080,826.7793680,-144.0551500,0.008603000,0.031639000,-0.040243000
1,1,1,1,-691.4516970,821.7949610,-130.3453570,0.007951000,0.032079000,-0.04002900
1,1,1,1,-700.0064410,816.6076850,-116.6033410,0.007296000,0.032510000,-0.039806000
1,1,1,1,-708.3884310,811.2188210,-102.8324920,0.006640000,0.032933000,-0.039573000
1,1,1,1,-716.5956000,805.629703,-89.03620700,0.005982000,0.033348000,-0.039331000
1,1,1,1,-724.6259280,799.8417110,-75.21789100,0.005323000,0.033755000,-0.039078000
1,1,1,1,-732.4774330,793.8562740,-61.38095300,0.004662000,0.034154000,-0.038816000
1,1,1,1,-740.1481780,787.6748710,-47.52880800,0.004000000,0.034544000,-0.038544000
1,1,1,1,-747.6362710,781.299026,-33.66487300,0.003338000,0.034926000,-0.038263000
1,1,1,1,-754.9398630,774.7303120,-19.79257100,0.002674000,0.035299000,-0.037973000
1,1,1,1,-762.05715,767.9703490,-5.915324000,0.002010000,0.035663000,-0.03767300
1,1,1,1,-768.9863780,761.0208080,7.963442000,0.001345000,0.036019000,-0.037363000
1,1,1,1,-775.7258380,753.8834020,21.84030400,0.000680000,0.036365000,-0.037045000
1,1,1,1,-782.2738690,746.5598970,35.71183800,1.42e-05,0.036703000,-0.036717000
1,1,1,1,-788.6288570,739.0520990,49.57462100,-0.00065100,0.03703200,-0.03638100
1,1,1,1,-794.7892360,731.3618630,63.42523300,-0.001316000,0.037351000,-0.036035000
1,1,1,1,-800.7534850,723.4910860,77.26025600,-0.001981000,0.037662000,-0.035681000
1,1,1,1,-806.5201310,715.4417110,91.07627600,-0.002646000,0.037963000,-0.035317000
1,1,1,1,-812.0877520,707.2157220,104.8698820,-0.003309000,0.038255000,-0.034945000
1,1,1,1,-817.4549740,698.8151510,118.6376730,-0.003972000,0.038537000,-0.034565000
1,1,1,1,-822.6204720,690.2420700,132.3762500,-0.004634000,0.038810000,-0.034175000
1,1,1,1,-827.5829750,681.4985960,146.0822230,-0.005295000,0.039073000,-0.03377800
1,1,1,1,-832.341258,672.5868890,159.7522120,-0.005955000,0.039326000,-0.033372000
1,1,1,1,-836.8941490,663.5091470,173.3828420,-0.006613000,0.039570000,-0.032958000
1,1,1,1,-841.2405240,654.2676110,186.9707520,-0.007269000,0.039804000,-0.032535000
1,1,1,1,-845.3793120,644.8645610,200.5125870,-0.007924000,0.040029000,-0.032105000
1,1,1,1,-849.3094910,635.3023180,214.005006,-0.008576000,0.040243000,-0.031667000
1,1,1,1,-853.0300900,625.5832410,227.44468,-0.009227000,0.040448000,-0.031221000
1,1,1,1,-856.5401920,615.709729,240.8282920,-0.009875000,0.040642000,-0.030767000
1,1,1,1,-859.8389320,605.684218,254.152541,-0.010521000,0.040827000,-0.030306000
1,1,1,1,-862.9254960,595.509183,267.4141380,-0.011164000,0.041001000,-0.029837000
1,1,1,1,-865.7991240,585.1871360,280.6098120,-0.011805000,0.041166000,-0.029361000
1,1,1,1,-868.4591080,574.7206230,293.7363060,-0.012443000,0.041320000,-0.028878000
1,1,1,1,-870.904791,564.1122280,306.7903820,-0.013077000,0.041464000,-0.028387000
1,1,1,1,-873.1355700,553.3645690,319.7688180,-0.013708000,0.041598000,-0.027890000
1,1,1,1,-875.150894,542.4802980,332.6684120,-0.014336000,0.041722000,-0.027385000
1,1,1,1,-876.950266,531.4620990,345.4859810,-0.014961000,0.041835000,-0.026874000
1,1,1,1,-878.5332420,520.3126920,358.218362,-0.015582000,0.041938000,-0.026356000
1,1,1,1,-879.899433,509.0348300,370.8624140,-0.016198000,0.042031000,-0.025832000
1,1,1,1,-881.0485020,497.6312940,383.4150160,-0.016811000,0.042113000,-0.025301000
1,1,1,1,-881.980165,486.1049000,395.8730720,-0.017420000,0.042185000,-0.024765000
1,1,1,1,-882.6941940,474.4584910,408.2335080,-0.018025000,0.042246000,-0.024222000
1,1,1,1,-883.1904130,462.6949430,420.4932740,-0.018625000,0.042297000,-0.023673000
1,1,1,1,-883.4686980,450.8171570,432.6493440,-0.019220000,0.042338000,-0.023118000
1,1,1,1,-883.528982,438.8280630,444.6987190,-0.019811000,0.042368000,-0.022557000
1,1,1,1,-883.3712490,426.7306220,456.6384270,-0.020397000,0.042388000,-0.02199100
1,1,1,1,-882.995539,414.5278170,468.4655200,-0.020977000,0.042397000,-0.021420000
1,1,1,1,-882.4019450,402.2226610,480.1770800,-0.021553000,0.042396000,-0.020843000
1,1,1,1,-881.5906130,389.8181890,491.7702190,-0.022123000,0.042385000,-0.020261000
1,1,1,1,-880.5617450,377.3174640,503.2420750,-0.022688000,0.042363000,-0.019674000
1,1,1,1,-879.3155940,364.7235690,514.5898180,-0.02324700,0.042330000,-0.019083000
1,1,1,1,-877.852469,352.0396120,525.8106480,-0.023801000,0.042287000,-0.018486000
1,1,1,1,-876.1727290,339.2687230,536.9017960,-0.024349000,0.042234000,-0.017885000
1,1,1,1,-874.2767900,326.4140540,547.8605260,-0.024890000,0.042170000,-0.017280000
1,1,1,1,-872.1651200,313.4787750,558.6841330,-0.025426000,0.04209600,-0.016670000
1,1,1,1,-869.838239,300.4660800,569.369946,-0.025955000,0.042012000,-0.016057000
1,1,1,1,-867.2967220,287.3791780,579.9153290,-0.026478000,0.041917000,-0.015439000
1,1,1,1,-864.5411970,274.2213000,590.3176810,-0.026994000,0.041812000,-0.014817000
1,1,1,1,-861.5723440,260.9956930,600.5744340,-0.027504000,0.041696000,-0.014192000
1,1,1,1,-858.3908960,247.7056200,610.683058,-0.028007000,0.041570000,-0.013563000
1,1,1,1,-854.9976360,234.3543590,620.6410580,-0.028503000,0.041434000,-0.012931000
1,1,1,1,-851.3934040,220.9452070,630.4459780,-0.028992000,0.041288000,-0.012296000
1,1,1,1,-847.5790880,207.4814700,640.095397,-0.029474000,0.041132000,-0.011658000
1,1,1,1,-843.555629,193.9664720,649.5869350,-0.029948000,0.040965000,-0.011017000
1,1,1,1,-839.3240210,180.403547,658.9182510,-0.030416000,0.040789000,-0.010373000
1,1,1,1,-834.8853070,166.7960420,668.087041,-0.030875000,0.040602000,-0.009727000
1,1,1,1,-830.2405830,153.1473150,677.0910430,-0.031327000,0.040405000,-0.009078000
1,1,1,1,-825.3909960,139.4607340,685.9280370,-0.031772000,0.040199000,-0.008427000
1,1,1,1,-820.3377420,125.7396760,694.59584,-0.032208000,0.039982000,-0.007774000
1,1,1,1,-815.0820680,111.9875260,703.0923150,-0.03263700,0.039756000,-0.007119000
1,1,1,1,-809.6252710,98.20767800,711.4153650,-0.033057000,0.039519000,-0.006462000
1,1,1,1,-803.9686970,84.40353200,719.5629360,-0.033470000,0.039273000,-0.005804000
1,1,1,1,-798.1137410,70.57849400,727.5330180,-0.033874000,0.039018000,-0.005144000
1,1,1,1,-792.0618500,56.73597600,735.3236440,-0.034270000,0.038753000,-0.004483000
1,1,1,1,-785.8145160,42.87939200,742.932893,-0.034657000,0.038478000,-0.003821000
1,1,1,1,-779.3732810,29.01216300,750.3588860,-0.035036000,0.038193000,-0.003158000
1,1,1,1,-772.7397340,15.1377090,757.599792,-0.035406000,0.037900000,-0.002494000
1,1,1,1,-765.9155120,1.259455000,764.6538230,-0.035767000,0.037597000,-0.001830000
1,1,1,1,-758.9022990,-12.61917500,771.5192400,-0.036120000,0.037284000,-0.001165000
1,1,1,1,-751.7018260,-26.4947570,778.1943480,-0.036463000,0.03696300,-0.000499000
1,1,1,1,-744.3158680,-40.36386600,784.6774990,-0.036798000,0.036632000,0.000166000
1,1,1,1,-736.7462490,-54.22308200,790.9670950,-0.037124000,0.036293000,0.000831000
1,1,1,1,-728.9948370,-68.06898400,797.0615840,-0.037440000,0.035944000,0.001496000
1,1,1,1,-721.0635430,-81.89815500,802.9594610,-0.037748000,0.035587000,0.002161000
1,1,1,1,-712.954326,-95.70718400,808.6592720,-0.038045000,0.035220000,0.002825000
1,1,1,1,-704.6691860,-109.4926630,814.1596100,-0.038334000,0.034846000,0.003488000
1,1,1,1,-696.2101670,-123.2511900,819.4591190,-0.038613000,0.034462000,0.004151000
1,1,1,1,-687.5793570,-136.9793710,824.5564890,-0.038883000,0.034070000,0.00481200
1,1,1,1,-678.7788850,-150.6738190,829.4504630,-0.039143000,0.033670000,0.005473000
1,1,1,1,-669.8109230,-164.3311530,834.1398350,-0.03939300,0.03326100,0.00613200
1,1,1,1,-660.6776830,-177.9480050,838.6234470,-0.039634000,0.03284400,0.006789000
1,1,1,1,-651.3814190,-191.5210150,842.9001920,-0.039864000,0.032419000,0.007445000
1,1,1,1,-641.9244250,-205.0468330,846.9690160,-0.04008500,0.031986000,0.008099000
1,1,1,1,-632.3090340,-218.5221220,850.8289140,-0.040297000,0.031546000,0.008751000
1,1,1,1,-622.5376200,-231.9435580,854.4789340,-0.040498000,0.031097000,0.009401000
1,1,1,1,-612.6125920,-245.3078280,857.9181760,-0.040689000,0.030641000,0.01004800
1,1,1,1,-602.5364000,-258.6116340,861.14579,-0.040870000,0.030177000,0.010693000
1,1,1,1,-592.3115290,-271.8516960,864.1609810,-0.041041000,0.029706000,0.01133600
1,1,1,1,-581.9405040,-285.0247440,866.9630030,-0.041202000,0.029227000,0.011975000
1,1,1,1,-571.4258830,-298.1275300,869.5511670,-0.041353000,0.028741000,0.012612000
1,1,1,1,-560.7702600,-311.1568190,871.9248330,-0.041494000,0.02824900,0.013245000
1,1,1,1,-549.9762640,-324.1093980,874.0834160,-0.041624000,0.027749000,0.013875000
1,1,1,1,-539.0465590,-336.9820700,876.026383,-0.04174400,0.0272420,0.01450200
1,1,1,1,-527.9838420,-349.771659,877.7532540,-0.041854000,0.026729000,0.01512500
1,1,1,1,-516.7908420,-362.4750090,879.2636040,-0.041954000,0.026209000,0.015745000
1,1,1,1,-505.4703210,-375.0889860,880.5570600,-0.042043000,0.025683000,0.016360000
1,1,1,1,-494.0250730,-387.6104780,881.6333020,-0.042122000,0.025150000,0.016972000
1,1,1,1,-482.45792,-400.0363940,882.4920650,-0.042190000,0.024611000,0.017579000
1,1,1,1,-470.7717180,-412.3636690,883.1331380,-0.042248000,0.024066000,0.018182000
1,1,1,1,-458.9693490,-424.5892610,883.5563610,-0.042296000,0.023515000,0.018781000
1,1,1,1,-447.0537270,-436.7101540,883.7616310,-0.042333000,0.022958000,0.019374000
1,1,1,1,-435.0277900,-448.7233560,883.7488970,-0.042360000,0.022396000,0.01996400
1,1,1,1,-422.8945060,-460.6259050,883.518161,-0.04237600,0.021828000,0.020548000
1,1,1,1,-410.6568700,-472.4148620,883.0694810,-0.042382000,0.021255000,0.02112700
1,1,1,1,-398.3179000,-484.087319,882.4029680,-0.042377000,0.020677000,0.021701000
1,1,1,1,-385.8806410,-495.6403960,881.5187860,-0.042362000,0.020093000,0.022269000
1,1,1,1,-373.348161,-507.0712430,880.4171530,-0.04233700,0.019505000,0.022832000
1,1,1,1,-360.7235530,-518.3770380,879.0983400,-0.042301000,0.018911000,0.023389000
1,1,1,1,-348.0099330,-529.554993,877.5626740,-0.042254000,0.01831300,0.023941000
1,1,1,1,-335.2104360,-540.6023490,875.810533,-0.042197000,0.01771100,0.024487000
1,1,1,1,-322.3282210,-551.5163800,873.8423490,-0.042130000,0.017104000,0.02502600
1,1,1,1,-309.3664670,-562.294394,871.6586090,-0.042053000,0.016493000,0.025560000
1,1,1,1,-296.3283720,-572.9337310,869.2598500,-0.041965000,0.015878000,0.026087000
1,1,1,1,-283.2171520,-583.4317660,866.6466650,-0.041866000,0.015259000,0.026607000
1,1,1,1,-270.0360430,-593.7859080,863.8196980,-0.041758000,0.014636000,0.027122000
1,1,1,1,-256.7882970,-603.9936030,860.7796470,-0.041639000,0.014010000,0.027629000
1,1,1,1,-243.4771830,-614.0523330,857.5272620,-0.041510000,0.013380000,0.028130000
1,1,1,1,-230.1059850,-623.9596150,854.0633450,-0.0413700,0.012747000,0.028623000
1,1,1,1,-216.6780020,-633.7130040,850.3887520,-0.041221000,0.01211100,0.029110000
1,1,1,1,-203.1965470,-643.3100950,846.5043880,-0.041061000,0.011471000,0.029589000
1,1,1,1,-189.6649480,-652.7485190,842.4112120,-0.04089100,0.010829000,0.030061000
1,1,1,1,-176.0865410,-662.0259470,838.1102340,-0.040711000,0.010185000,0.030526000
1,1,1,1,-162.4646790,-671.1400910,833.6025150,-0.040521000,0.009538000,0.030983000
1,1,1,1,-148.802722,-680.0887010,828.8891670,-0.04032100,0.008888000,0.031433000
1,1,1,1,-135.1040410,-688.8695690,823.9713540,-0.040111000,0.008236000,0.031874000
1,1,1,1,-121.3720150,-697.4805300,818.850289,-0.039891000,0.007583000,0.032308000
1,1,1,1,-107.6100330,-705.9194570,813.5272350,-0.039661000,0.006927000,0.032734000
1,1,1,1,-93.82149100,-714.18427,808.0035050,-0.039422000,0.006270000,0.033152000
1,1,1,1,-80.00979100,-722.2729280,802.280463,-0.039173000,0.005611000,0.033562000
1,1,1,1,-66.17834000,-730.1834360,796.3595200,-0.038914000,0.004951000,0.033963000
1,1,1,1,-52.33055200,-737.9138430,790.2421380,-0.038645000,0.004289000,0.034356000
1,1,1,1,-38.46984300,-745.4622400,783.9298260,-0.038367000,0.003627000,0.03474000
1,1,1,1,-24.5996320,-752.8267650,777.4241410,-0.038080000,0.002964000,0.035116000
1,1,1,1,-10.72334400,-760.0056010,770.7266880,-0.037783000,0.002300000,0.035483000
1,1,1,1,3.155600000,-766.9969770,763.8391200,-0.037477000,0.001635000,0.035842000
1,1,1,1,17.03377400,-773.7991680,756.7631360,-0.0371620,0.000970000,0.036192000
1,1,1,1,30.90775500,-780.4104950,749.5004830,-0.036837000,0.000305000,0.036532000
1,1,1,1,44.77411800,-786.8293270,742.0529510,-0.036503000,-0.000361000,0.036864000
1,1,1,1,58.62944300,-793.0540800,734.4223790,-0.036161000,-0.001026000,0.037186000
1,1,1,1,72.47031100,-799.0832190,726.6106500,-0.03580900,-0.001691000,0.037500000
1,1,1,1,86.29330700,-804.9152550,718.6196910,-0.035449000,-0.002355000,0.037804000
1,1,1,1,100.09502,-810.5487500,710.4514720,-0.035080000,-0.003019000,0.038099000
1,1,1,1,113.8720450,-815.9823140,702.108011,-0.034702000,-0.003682000,0.038384000
1,1,1,1,127.6209830,-821.2146060,693.591365,-0.034316000,-0.004345000,0.038660000
1,1,1,1,141.3384410,-826.2443350,684.9036360,-0.033921000,-0.005006000,0.038927000
1,1,1,1,155.0210350,-831.0702600,676.046967,-0.033518000,-0.005666000,0.039183000
1,1,1,1,168.6653880,-835.6911900,667.0235440,-0.033106000,-0.006324000,0.039430000
1,1,1,1,182.2681340,-840.1059860,657.8355920,-0.032687000,-0.006981000,0.039668000
1,1,1,1,195.8259180,-844.3135570,648.48538,-0.032259000,-0.007636000,0.039895000
1,1,1,1,209.3353930,-848.3128650,638.9752130,-0.031823000,-0.00829000,0.040113000
1,1,1,1,222.7932260,-852.1029250,629.3074390,-0.031380000,-0.008941000,0.040321000
1,1,1,1,236.196097,-855.6828000,619.4844430,-0.030929000,-0.009590000,0.040519000
1,1,1,1,249.5406990,-859.0516070,609.5086490,-0.030470000,-0.010236000,0.040707000
1,1,1,1,262.8237390,-862.2085150,599.3825160,-0.030004000,-0.010881000,0.040884000
1,1,1,1,276.0419400,-865.1527460,589.1085460,-0.029530000,-0.011522000,0.041052000
1,1,1,1,289.1920410,-867.8835720,578.6892720,-0.029049000,-0.012161000,0.04121000
1,1,1,1,302.2707960,-870.4003200,568.1272640,-0.028561000,-0.012796000,0.041357000
1,1,1,1,315.2749790,-872.7023690,557.4251300,-0.028066000,-0.013429000,0.041494000
1,1,1,1,328.2013810,-874.7891510,546.5855090,-0.027564000,-0.014058000,0.041621000
1,1,1,1,341.0468130,-876.6601500,535.6110770,-0.027055000,-0.014683000,0.041738000
1,1,1,1,353.8081060,-878.3149060,524.5045400,-0.02653900,-0.015305000,0.041844000
1,1,1,1,366.48211,-879.7530100,513.2686400,-0.026017000,-0.015923000,0.041941000
1,1,1,1,379.0656990,-880.9741070,501.906148,-0.025489000,-0.016537000,0.042026000
1,1,1,1,391.5557670,-881.9778960,490.4198680,-0.024954000,-0.017148000,0.042102000
1,1,1,1,403.9492340,-882.7641290,478.8126350,-0.024413000,-0.017753000,0.042167000
1,1,1,1,416.2430400,-883.3326120,467.0873110,-0.023866000,-0.018355000,0.042221000
1,1,1,1,428.4341540,-883.6832050,455.2467910,-0.023313000,-0.01895200,0.042265000
1,1,1,1,440.5195660,-883.8158220,443.293995,-0.022755000,-0.01954400,0.042299000
1,1,1,1,452.4962950,-883.7304290,431.2318730,-0.022190000,-0.020132000,0.04232200
1,1,1,1,464.3613860,-883.4270470,419.0634010,-0.021621000,-0.020714000,0.042335000
1,1,1,1,476.1119110,-882.9057520,406.7915810,-0.021046000,-0.021291000,0.042337000
1,1,1,1,487.7449710,-882.1666720,394.4194410,-0.020466000,-0.021864000,0.042329000
1,1,1,1,499.2576950,-881.2099900,381.9500340,-0.019880000,-0.022430000,0.042311000
1,1,1,1,510.6472440,-880.0359410,369.3864360,-0.0192900,-0.022991000,0.042282000
1,1,1,1,521.9108060,-878.6448150,356.7317470,-0.018695000,-0.023547000,0.042242000
1,1,1,1,533.0456040,-877.0369550,343.9890900,-0.018096000,-0.024096000,0.042192000
1,1,1,1,544.0488880,-875.212759,331.1616090,-0.017492000,-0.024640000,0.04213200
1,1,1,1,554.9179450,-873.1726760,318.2524690,-0.016884000,-0.025178000,0.042061000
1,1,1,1,565.6500930,-870.9172090,305.2648540,-0.016271000,-0.025709000,0.041980000
1,1,1,1,576.2426840,-868.4469150,292.2019700,-0.015655000,-0.026234000,0.041889000
1,1,1,1,586.6931030,-865.7624040,279.0670390,-0.015035000,-0.026752000,0.041787000
1,1,1,1,596.9987730,-862.8643370,265.8633020,-0.014411000,-0.027264000,0.041675000
1,1,1,1,607.1571510,-859.7534300,252.5940170,-0.013783000,-0.027770000,0.041553000
1,1,1,1,617.1657310,-856.4304510,239.2624580,-0.013152000,-0.028268000,0.041420000
1,1,1,1,627.022042,-852.8962190,225.8719150,-0.012518000,-0.028759000,0.041277000
1,1,1,1,636.7236530,-849.151606,212.4256910,-0.011881000,-0.029243000,0.041124000
1,1,1,1,646.2681710,-845.1975360,198.9271040,-0.011241000,-0.029720000,0.040961000
1,1,1,1,655.6532400,-841.0349860,185.379484,-0.010598000,-0.030190000,0.040788000
1,1,1,1,664.8765440,-836.6649810,171.7861740,-0.009952000,-0.030652000,0.040604000
1,1,1,1,673.935809,-832.0886000,158.1505290,-0.009304000,-0.031107000,0.040411000
1,1,1,1,682.8287980,-827.3069730,144.4759120,-0.008654000,-0.031554000,0.040208000
1,1,1,1,691.553318,-822.3212780,130.765698,-0.008002000,-0.031993000,0.039994000
1,1,1,1,700.1072160,-817.1327470,117.023269,-0.007347000,-0.032424000,0.039771000
1,1,1,1,708.4883800,-811.7426590,103.252016,-0.006691000,-0.032847000,0.039538000
1,1,1,1,716.6947450,-806.1523440,89.45533700,-0.006033000,-0.033262000,0.03929600
1,1,1,1,724.7242830,-800.3631820,75.63663600,-0.005374000,-0.033669000,0.039043000
1,1,1,1,732.5750160,-794.3766000,61.79932200,-0.004713000,-0.034068000,0.038781000
1,1,1,1,740.2450040,-788.194077,47.9468100,-0.004052000,-0.034458000,0.038509000
1,1,1,1,747.7323570,-781.8171370,34.0825180,-0.003389000,-0.034839000,0.038228000
1,1,1,1,755.0352250,-775.2473540,20.20986700,-0.002725000,-0.035212000,0.037938000
1,1,1,1,762.1518090,-768.4863490,6.332278000,-0.002061000,-0.035577000,0.037638000
1,1,1,1,769.0803510,-761.5357900,-7.546823000,-0.001396000,-0.035932000,0.037329000
1,1,1,1,775.819142,-754.3973920,-21.42401200,-0.000731000,-0.036279000,0.037010000
1,1,1,1,782.3665200,-747.0729160,-35.29586600,-0.0000659,-0.036617000,0.03668300
1,1,1,1,788.7208680,-739.5641700,-49.15896100,0.000599000,-0.036945000,0.036346000
1,1,1,1,794.8806200,-731.8730060,-63.00987700,0.001265000,-0.037265000,0.036000000
1,1,1,1,800.8442550,-724.0013210,-76.84519700,0.001929000,-0.037575000,0.035646000
1,1,1,1,806.6103020,-715.9510590,-90.66150600,0.002594000,-0.03787600,0.035282000
1,1,1,1,812.1773380,-707.7242050,-104.4553960,0.003257000,-0.038168000,0.034910000
1,1,1,1,817.5439900,-699.3227890,-118.2234640,0.003920000,-0.038450000,0.034530000
1,1,1,1,822.7089330,-690.7488840,-131.9623120,0.004582000,-0.038723000,0.034141000
1,1,1,1,827.6708930,-682.0046050,-145.668551,0.005243000,-0.038986000,0.033743000
1,1,1,1,832.4286460,-673.0921110,-159.3387980,0.005902000,-0.039240000,0.033337000
1,1,1,1,836.981018,-664.0135990,-172.9696820,0.006560000,-0.039483000,0.032923000
1,1,1,1,841.3268850,-654.7713110,-186.5578370,0.007217000,-0.039717000,0.03250100
1,1,1,1,845.4651760,-645.3675260,-200.0999130,0.007871000,-0.039942000,0.032071000
1,1,1,1,849.3948690,-635.8045650,-213.5925680,0.008524000,-0.040156000,0.031632000
1,1,1,1,853.114995,-626.0847870,-227.0324710,0.009174000,-0.040361000,0.03118600
1,1,1,1,856.6246350,-616.2105900,-240.4163090,0.009823000,-0.040555000,0.030733000
1,1,1,1,859.9229250,-606.1844110,-253.7407770,0.010469000,-0.040740000,0.030271000
1,1,1,1,863.0090490,-596.0087230,-267.002589,0.011112000,-0.040914000,0.02980200
1,1,1,1,865.8822470,-585.6860380,-280.1984720,0.011752000,-0.041079000,0.029326000
1,1,1,1,868.5418100,-575.2189020,-293.3251710,0.012390000,-0.041233000,0.028843000
1,1,1,1,870.9870810,-564.6098970,-306.3794470,0.013024000,-0.041377000,0.028352000
1,1,1,1,873.2174570,-553.8616420,-319.358078,0.013656000,-0.041511000,0.027855000
1,1,1,1,875.2323880,-542.9767880,-332.2578630,0.014284000,-0.041634000,0.027351000
1,1,1,1,877.0313770,-531.9580220,-345.0756180,0.014908000,-0.041747000,0.02684000
1,1,1,1,878.613979,-520.8080610,-357.8081820,0.015529000,-0.041850000,0.026322000
1,1,1,1,879.9798050,-509.5296560,-370.4524110,0.016146000,-0.041943000,0.025798000
1,1,1,1,881.1285170,-498.1255920,-383.0051880,0.016758000,-0.042025000,0.025267000
1,1,1,1,882.0598310,-486.5986800,-395.4634140,0.017367000,-0.042097000,0.024730000
1,1,1,1,882.773519,-474.9517660,-407.8240160,0.017972000,-0.042159000,0.024187000
1,1,1,1,883.2694040,-463.1877240,-420.0839430,0.018572000,-0.042210000,0.023638000
1,1,1,1,883.547363,-451.3094540,-432.2401720,0.019167000,-0.042250000,0.023083000
1,1,1,1,883.6073280,-439.3198900,-444.2897020,0.019758000,-0.042281000,0.022523000
1,1,1,1,883.4492850,-427.221988,-456.2295600,0.020343000,-0.042300000,0.021957000
1,1,1,1,883.0732720,-415.018734,-468.056801,0.020924000,-0.042310000,0.021385000
1,1,1,1,882.4793810,-402.7131390,-479.7685060,0.021500000,-0.042309000,0.020809000
1,1,1,1,881.6677610,-390.3082380,-491.3617860,0.022070000,-0.042297000,0.020227000
1,1,1,1,880.6386100,-377.8070930,-502.8337800,0.022635000,-0.042275000,0.019640000
1,1,1,1,879.3921820,-365.2127880,-514.1816570,0.023194000,-0.042242000,0.019048000
1,1,1,1,877.9287860,-352.5284310,-525.4026190,0.023748000,-0.042200000,0.018452000
1,1,1,1,876.2487830,-339.7571510,-536.4938950,0.024295000,-0.042146000,0.017851000
1,1,1,1,874.3525860,-326.9021000,-547.4527490,0.024837000,-0.042082000,0.017245000
1,1,1,1,872.2406630,-313.9664480,-558.2764790,0.025373000,-0.042008000,0.016636000
1,1,1,1,869.9135370,-300.9533880,-568.9624120,0.025902000,-0.04192400,0.01602200
1,1,1,1,867.3717800,-287.8661310,-579.5079120,0.026425000,-0.041829000,0.015404000
